,class Names,truncatation,occlusion,alpha,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rotation_y
32243,Pedestrian,0.00,0,-0.29,783.95,151.84,856.56,296.70,1.72,0.74,1.09,2.62,1.38,8.83,"-0.01
"
32335,Pedestrian,0.09,0,0.57,1033.64,138.32,1144.98,369.00,1.68,0.45,0.75,3.44,1.40,5.10,"1.14
"
32336,Pedestrian,0.00,0,1.33,614.10,131.11,670.77,281.51,1.95,0.63,0.74,0.54,1.31,9.60,"1.38
"
32337,Pedestrian,0.00,0,1.24,680.03,146.76,734.69,278.00,1.71,0.60,0.52,1.30,1.27,9.54,"1.38
"
32338,Pedestrian,0.00,0,0.97,775.02,149.77,823.68,260.17,1.59,0.46,0.67,2.90,1.15,10.58,"1.23
"
32390,Pedestrian,0.23,0,1.70,480.94,133.38,581.27,369.00,1.87,0.80,0.99,-0.56,1.59,4.84,"1.59
"
32391,Pedestrian,0.00,0,1.06,25.08,158.83,94.08,309.07,1.78,0.84,0.49,-6.84,1.53,8.87,"0.42
"
32442,Pedestrian,0.00,0,0.81,265.53,148.33,324.86,324.57,1.86,0.52,1.00,-3.54,1.52,7.89,"0.41
"
32464,Pedestrian,0.51,0,0.91,1138.68,143.20,1241.00,374.00,1.64,0.56,0.78,4.13,1.46,4.90,"1.58
"
32482,Pedestrian,0.00,2,-1.69,691.57,170.95,702.57,203.16,1.82,0.69,0.68,4.88,1.72,41.17,"-1.57
"
32530,Pedestrian,0.00,1,2.54,1061.73,141.37,1142.92,314.25,1.85,0.54,0.96,5.45,1.43,7.87,"3.13
"
32531,Pedestrian,0.00,0,-1.87,825.35,160.77,854.45,230.94,1.71,0.73,0.82,5.68,1.42,18.03,"-1.57
"
32561,Pedestrian,0.00,1,-2.25,622.72,163.85,664.72,288.67,1.68,0.50,0.42,0.46,1.56,10.02,"-2.20
"
32563,Pedestrian,0.00,2,-2.00,328.81,175.84,351.48,247.10,1.68,0.52,0.55,-6.52,1.75,17.35,"-2.36
"
32592,Pedestrian,0.00,1,-1.94,912.84,154.67,974.40,285.18,1.61,0.91,0.91,4.29,1.28,9.35,"-1.53
"
32595,Pedestrian,0.00,2,-1.71,773.70,157.29,797.25,226.07,1.65,0.88,0.49,4.19,1.07,17.55,"-1.48
"
32650,Pedestrian,0.00,0,-1.64,645.28,165.98,703.28,345.54,1.73,0.84,0.86,0.65,1.58,7.38,"-1.56
"
32651,Pedestrian,0.00,0,-1.74,697.95,155.74,770.28,341.95,1.81,0.90,0.95,1.25,1.56,7.49,"-1.59
"
32652,Pedestrian,0.00,0,-1.16,191.74,159.63,270.08,347.69,1.78,0.92,1.01,-3.86,1.57,7.35,"-1.64
"
32655,Pedestrian,0.00,1,-1.95,761.94,163.41,788.28,236.32,1.79,0.86,1.02,4.22,1.35,18.29,"-1.73
"
32656,Pedestrian,0.00,1,2.17,772.56,165.17,791.89,215.92,1.73,0.69,0.56,6.42,1.17,24.92,"2.42
"
32657,Pedestrian,0.00,1,-1.56,799.19,164.81,829.19,249.22,1.63,0.61,0.82,4.14,1.31,14.33,"-1.28
"
32720,Pedestrian,0.00,0,1.70,481.10,157.87,531.97,303.18,1.74,0.65,0.91,-1.28,1.47,8.95,"1.56
"
32739,Pedestrian,0.00,0,2.92,747.54,162.05,808.20,320.64,1.60,0.57,1.07,1.77,1.42,7.49,"-3.14
"
32842,Pedestrian,0.00,1,-2.91,556.46,169.55,570.16,199.14,1.80,0.68,1.44,-2.28,1.14,43.71,"-2.96
"
32843,Pedestrian,0.00,1,0.32,447.59,174.95,462.46,207.32,1.92,0.57,1.32,-8.75,1.59,42.45,"0.12
"
32859,Pedestrian,0.00,0,-2.98,438.55,135.26,526.22,300.40,2.00,0.49,1.25,-1.57,1.46,8.88,"3.13
"
32912,Pedestrian,0.00,0,-1.61,264.23,154.83,296.55,245.89,1.82,0.78,0.94,-6.63,1.30,14.69,"-2.03
"
32914,Pedestrian,0.00,0,-1.21,322.28,159.55,346.00,214.58,1.76,0.69,1.21,-8.89,1.09,23.33,"-1.57
"
32915,Pedestrian,0.00,0,-2.50,126.67,149.73,163.00,235.04,1.85,0.66,0.80,-10.23,1.19,15.73,"-3.06
"
32916,Pedestrian,0.00,2,-1.07,201.13,153.12,227.56,204.75,1.93,0.59,0.70,-14.88,0.91,26.92,"-1.57
"
32921,Pedestrian,0.00,2,2.18,120.33,154.12,150.50,233.04,1.72,0.49,0.73,-10.64,1.14,15.79,"1.60
"
32922,Pedestrian,0.00,2,-1.05,211.74,149.00,246.66,206.12,2.01,0.76,0.84,-13.50,0.90,25.39,"-1.53
"
32923,Pedestrian,0.00,2,-1.05,206.67,154.67,228.13,204.88,1.75,0.65,1.07,-14.06,0.85,25.34,"-1.55
"
32924,Pedestrian,0.00,0,1.98,239.69,157.88,259.76,218.41,1.76,0.57,0.50,-10.43,1.10,20.90,"1.52
"
32925,Pedestrian,0.00,0,2.05,206.86,152.74,229.94,215.69,1.90,0.59,0.61,-11.82,1.06,21.67,"1.56
"
32927,Pedestrian,0.00,1,1.97,199.73,159.11,214.61,212.54,1.64,0.46,0.43,-12.43,0.99,22.06,"1.47
"
32928,Pedestrian,0.00,0,2.02,171.19,155.09,194.96,214.50,1.80,0.52,0.69,-12.97,1.03,21.85,"1.49
"
32930,Pedestrian,0.00,2,-2.68,221.52,153.27,236.48,197.14,1.90,0.53,0.35,-16.46,0.72,30.93,"3.12
"
32988,Pedestrian,0.00,0,2.45,1138.99,156.54,1186.75,266.93,1.67,0.50,0.61,8.56,1.43,11.22,"3.09
"
32989,Pedestrian,0.00,0,-2.06,993.20,159.32,1030.10,246.57,1.69,0.59,0.83,8.01,1.44,14.47,"-1.56
"
33040,Pedestrian,0.00,1,-2.28,648.27,165.90,691.61,303.55,1.68,0.50,0.42,0.72,1.60,9.12,"-2.20
"
33042,Pedestrian,0.00,2,-1.99,339.94,183.78,362.61,258.22,1.68,0.52,0.55,-5.97,1.93,16.67,"-2.33
"
33057,Pedestrian,0.01,1,-0.58,1114.41,131.33,1184.59,290.70,1.75,0.57,1.07,6.26,1.22,8.10,"0.06
"
33058,Pedestrian,0.46,0,-0.54,1139.06,121.28,1223.00,301.47,1.80,0.61,1.04,6.28,1.21,7.35,"0.14
"
33060,Pedestrian,0.00,1,0.09,505.68,165.71,547.07,274.96,1.72,0.55,0.93,-1.15,1.49,11.49,"-0.00
"
33061,Pedestrian,0.00,0,0.12,485.98,169.36,532.71,277.66,1.62,0.48,0.96,-1.44,1.46,10.90,"-0.01
"
33073,Pedestrian,0.00,0,2.60,643.15,171.92,663.48,213.00,1.61,0.87,1.03,1.80,1.24,28.90,"2.66
"
33081,Pedestrian,0.00,0,-1.53,542.71,156.33,593.32,291.49,1.76,0.66,1.01,-0.55,1.44,9.73,"-1.58
"
33082,Pedestrian,0.00,0,2.93,620.54,139.97,711.03,302.37,1.94,0.76,1.23,0.70,1.46,8.95,"3.01
"
33104,Pedestrian,0.00,0,0.35,361.64,176.10,382.61,236.26,1.55,0.52,0.50,-6.29,1.64,18.95,"0.03
"
33105,Pedestrian,0.00,0,2.02,281.39,168.93,302.07,224.04,1.85,0.70,0.69,-10.95,1.73,24.70,"1.61
"
33128,Pedestrian,0.00,0,0.49,233.43,144.30,327.43,334.42,1.84,0.70,1.01,-3.36,1.50,7.24,"0.07
"
33133,Pedestrian,0.00,0,0.60,164.12,162.52,234.13,307.13,1.69,0.57,0.86,-4.97,1.49,8.58,"0.09
"
33184,Pedestrian,0.00,0,-1.53,699.84,170.63,735.50,284.60,1.76,0.76,1.02,1.67,1.60,11.66,"-1.40
"
33185,Pedestrian,0.00,0,2.50,434.98,171.76,474.98,256.29,1.78,0.82,0.80,-3.39,1.58,15.73,"2.29
"
33186,Pedestrian,0.00,1,1.75,401.72,174.06,426.05,254.24,1.75,0.71,0.89,-4.35,1.59,16.17,"1.48
"
33187,Pedestrian,0.00,0,1.28,817.13,167.09,843.79,246.99,1.67,0.78,0.95,4.90,1.37,15.53,"1.58
"
33188,Pedestrian,0.00,1,1.35,791.64,166.27,817.64,244.64,1.74,0.72,0.77,4.35,1.40,16.37,"1.60
"
33189,Pedestrian,0.00,0,-1.60,650.79,170.30,676.12,238.28,1.89,0.96,0.95,1.53,1.58,20.49,"-1.53
"
33190,Pedestrian,0.00,1,-1.61,727.12,174.97,755.45,280.35,1.68,0.64,0.91,2.26,1.58,11.96,"-1.43
"
33191,Pedestrian,0.00,2,-1.66,678.45,176.75,721.62,260.53,1.71,0.80,0.94,2.05,1.62,15.22,"-1.54
"
33192,Pedestrian,0.00,1,-1.73,762.14,165.01,791.47,249.03,1.80,0.83,0.92,3.58,1.45,15.90,"-1.52
"
33193,Pedestrian,0.00,2,-1.81,777.73,163.67,799.35,234.37,1.83,0.78,0.94,5.03,1.37,19.15,"-1.57
"
33195,Pedestrian,0.13,3,-2.11,16.29,177.94,73.96,307.20,1.81,0.73,0.84,-8.35,1.76,10.54,"-2.78
"
33227,Pedestrian,0.00,2,-2.06,1005.81,148.98,1079.77,317.91,1.61,0.91,0.91,4.42,1.30,7.33,"-1.54
"
33229,Pedestrian,0.00,2,-1.75,805.32,158.20,831.67,237.20,1.65,0.88,0.49,4.27,1.17,15.30,"-1.49
"
33245,Pedestrian,0.00,1,-1.64,188.84,148.90,206.16,196.21,1.99,0.73,0.53,-17.46,0.66,30.16,"-2.16
"
33246,Pedestrian,0.00,0,2.09,183.60,151.99,217.60,226.89,1.88,0.71,1.28,-10.56,1.16,18.44,"1.58
"
33248,Pedestrian,0.00,0,1.96,252.21,154.30,271.55,206.31,1.91,0.66,0.99,-12.77,0.95,26.64,"1.52
"
33249,Pedestrian,0.00,0,1.94,217.96,152.33,241.63,205.00,1.93,0.73,0.96,-13.90,0.89,26.46,"1.46
"
33250,Pedestrian,0.00,0,0.76,533.20,158.86,588.53,285.01,1.89,0.87,1.09,-0.75,1.56,11.27,"0.70
"
33251,Pedestrian,0.00,1,0.81,573.04,152.43,626.54,272.81,1.89,0.88,1.00,-0.28,1.45,11.74,"0.79
"
33252,Pedestrian,0.00,1,0.74,630.45,149.25,682.79,286.28,1.89,0.88,1.13,0.86,1.46,10.45,"0.82
"
33253,Pedestrian,0.00,0,0.16,990.18,143.11,1116.18,358.32,1.89,0.84,1.06,4.40,1.56,6.88,"0.71
"
33254,Pedestrian,0.00,0,0.13,1011.14,150.29,1129.80,338.14,1.77,0.90,1.11,5.01,1.48,7.36,"0.71
"
33255,Pedestrian,0.00,1,0.46,754.42,145.47,862.09,347.51,1.84,0.78,1.12,2.03,1.52,7.10,"0.73
"
33256,Pedestrian,0.00,1,0.40,810.33,149.48,878.66,335.64,1.84,0.74,1.16,2.59,1.53,7.64,"0.71
"
33257,Pedestrian,0.00,1,0.39,825.84,158.79,886.17,316.13,1.70,0.66,1.10,3.07,1.47,8.26,"0.73
"
33258,Pedestrian,0.00,0,0.76,585.96,153.72,656.96,302.21,1.84,0.79,1.03,0.20,1.51,9.41,"0.79
"
33294,Pedestrian,0.00,0,0.81,671.21,170.12,686.16,204.57,1.69,0.69,0.83,3.35,1.56,35.87,"0.90
"
33300,Pedestrian,0.00,0,1.27,763.66,164.13,784.33,232.85,1.69,0.69,0.83,3.94,1.48,18.22,"1.48
"
33327,Pedestrian,0.00,1,-0.35,853.01,164.87,890.35,251.56,1.78,0.53,0.95,5.49,1.63,15.19,"-0.01
"
33328,Pedestrian,0.00,1,-1.80,773.55,174.09,787.55,223.65,1.69,0.53,0.77,5.87,1.74,25.01,"-1.57
"
33329,Pedestrian,0.00,1,-1.78,755.69,167.44,777.69,221.90,1.85,0.61,0.77,5.36,1.67,24.99,"-1.57
"
33349,Pedestrian,0.15,0,-1.39,420.99,149.99,515.33,369.00,1.74,0.72,1.06,-1.01,1.53,5.34,"-1.56
"
33430,Pedestrian,0.00,2,-1.76,739.21,163.52,759.60,217.89,1.82,0.69,0.68,4.72,1.51,24.53,"-1.57
"
33431,Pedestrian,0.00,0,1.80,453.34,178.03,465.67,210.32,1.87,0.96,0.65,-8.85,2.19,42.44,"1.59
"
33482,Pedestrian,0.00,0,2.80,800.08,134.25,860.08,293.36,2.00,0.49,1.25,2.84,1.42,9.22,"3.09
"
33494,Pedestrian,0.32,0,-2.56,947.56,173.07,1065.32,374.00,1.68,0.50,0.42,2.39,1.68,4.43,"-2.09
"
33497,Pedestrian,0.00,2,-1.94,464.74,179.14,497.08,272.04,1.68,0.52,0.55,-2.53,1.80,13.42,"-2.12
"
33507,Pedestrian,0.00,0,-1.85,236.94,166.52,283.61,302.70,1.72,0.57,0.99,-4.60,1.54,9.48,"-2.29
"
33508,Pedestrian,0.00,0,-1.79,168.92,150.28,229.92,308.23,1.90,0.61,1.11,-5.23,1.54,9.11,"-2.29
"
33509,Pedestrian,0.00,0,1.20,355.54,154.45,425.21,335.86,1.79,0.79,0.96,-2.34,1.53,7.60,"0.91
"
33512,Pedestrian,0.00,1,1.37,716.26,168.99,727.92,210.07,1.96,0.69,0.50,5.52,1.41,34.09,"1.53
"
33513,Pedestrian,0.00,1,-2.04,730.81,175.08,744.15,210.79,1.65,0.58,0.80,6.17,1.40,33.30,"-1.85
"
33515,Pedestrian,0.00,1,0.09,1108.81,174.45,1122.14,217.77,1.77,0.73,0.70,21.27,1.52,29.44,"0.71
"
33516,Pedestrian,0.00,1,3.05,1137.22,182.20,1161.22,226.48,1.76,0.77,0.87,22.22,1.84,28.82,"-2.58
"
33540,Pedestrian,0.00,1,0.44,517.30,161.91,538.84,207.56,1.83,0.69,1.03,-2.96,1.09,28.83,"0.34
"
33542,Pedestrian,0.00,0,0.23,418.77,159.94,442.86,209.55,1.80,0.61,1.04,-6.32,1.05,26.15,"-0.00
"
33544,Pedestrian,0.00,0,3.13,391.02,165.53,409.82,212.58,1.80,0.54,1.03,-7.82,1.23,27.57,"2.85
"
33559,Pedestrian,0.00,0,1.30,343.69,187.04,396.27,279.09,1.62,0.89,0.52,-4.46,1.89,13.25,"0.98
"
33573,Pedestrian,0.00,1,1.25,928.22,147.64,981.55,272.21,1.96,0.72,1.09,5.65,1.57,11.91,"1.68
"
33592,Pedestrian,0.00,0,0.31,300.37,172.25,337.04,272.45,1.72,0.74,0.56,-5.24,1.72,12.80,"-0.07
"
33600,Pedestrian,0.00,0,-0.17,710.94,153.89,766.27,297.70,1.76,0.59,1.10,1.65,1.44,8.99,"0.00
"
33655,Pedestrian,0.00,0,0.60,622.61,152.26,677.27,244.31,1.83,0.69,1.03,0.82,1.27,14.64,"0.66
"
33657,Pedestrian,0.00,1,0.26,390.55,154.56,441.22,261.89,1.80,0.61,1.04,-3.27,1.37,12.25,"0.01
"
33659,Pedestrian,0.00,1,0.71,134.81,177.38,159.14,252.19,1.72,0.55,0.93,-10.64,1.66,16.62,"0.15
"
33660,Pedestrian,0.00,0,0.66,115.10,182.26,147.10,255.33,1.62,0.48,0.96,-10.69,1.67,16.03,"0.08
"
33662,Pedestrian,0.00,0,-2.55,65.70,183.56,108.03,261.03,1.60,0.54,0.84,-11.05,1.68,15.07,"3.12
"
33663,Pedestrian,0.19,0,-2.85,5.82,174.89,52.82,272.17,1.80,0.54,1.03,-11.09,1.70,13.52,"2.76
"
33664,Pedestrian,0.00,2,-2.61,177.08,163.44,209.74,257.49,1.95,0.56,0.82,-8.74,1.60,15.00,"-3.12
"
33720,Pedestrian,0.00,1,-2.23,605.97,168.69,623.63,214.63,1.68,0.50,0.42,0.14,1.53,26.69,"-2.22
"
33744,Pedestrian,0.00,1,-2.23,600.24,181.44,611.57,217.62,1.68,0.50,0.42,-0.23,2.09,33.89,"-2.24
"
33745,Pedestrian,0.22,0,2.22,11.78,187.32,61.44,364.97,1.62,0.45,0.63,-5.62,1.77,6.93,"1.55
"
33806,Pedestrian,0.00,0,2.13,381.68,186.50,444.69,333.42,1.51,1.01,0.97,-2.19,1.58,8.06,"1.87
"
33807,Pedestrian,0.00,0,-1.19,897.73,167.95,942.67,271.64,1.59,0.66,0.65,4.91,1.38,11.47,"-0.80
"
33808,Pedestrian,0.00,0,0.37,335.53,176.52,372.33,303.22,1.66,0.65,0.72,-3.47,1.60,9.76,"0.04
"
33809,Pedestrian,0.00,0,1.64,467.95,174.14,510.62,271.44,1.72,0.88,0.90,-2.19,1.59,13.22,"1.47
"
33810,Pedestrian,0.00,2,-1.87,778.94,164.16,814.56,250.05,1.75,0.82,1.14,4.17,1.39,15.25,"-1.61
"
33811,Pedestrian,0.00,0,-1.56,585.74,170.90,612.12,238.00,1.77,0.94,0.93,-0.22,1.49,19.50,"-1.57
"
33812,Pedestrian,0.00,0,1.99,550.89,174.34,568.32,230.13,1.73,0.67,0.83,-1.42,1.51,22.77,"1.92
"
33813,Pedestrian,0.00,1,1.65,563.27,170.74,579.11,222.12,1.82,0.80,0.86,-1.06,1.44,25.93,"1.60
"
33814,Pedestrian,0.00,2,1.45,695.46,169.21,711.64,224.90,1.88,0.78,1.03,3.59,1.47,24.84,"1.58
"
33821,Pedestrian,0.00,1,-0.42,917.41,159.20,963.41,262.92,1.78,0.53,0.95,5.86,1.56,12.73,"0.01
"
33822,Pedestrian,0.00,1,-1.81,782.56,170.21,797.22,224.78,1.69,0.53,0.77,5.74,1.61,22.75,"-1.57
"
33823,Pedestrian,0.00,1,-1.78,771.07,164.97,789.07,224.82,1.85,0.61,0.77,5.31,1.61,22.77,"-1.55
"
33885,Pedestrian,0.00,0,-2.04,534.62,177.38,550.97,227.21,1.53,0.61,0.73,-2.14,1.68,22.75,"-2.13
"
33886,Pedestrian,0.00,0,-1.95,516.48,172.92,535.14,225.75,1.61,0.54,0.87,-2.69,1.62,22.48,"-2.06
"
33887,Pedestrian,0.00,0,1.36,629.74,168.58,640.82,208.08,1.89,0.61,0.92,0.99,1.69,35.05,"1.38
"
33888,Pedestrian,0.00,1,1.34,641.11,170.21,654.28,210.22,1.91,0.69,0.77,1.72,1.79,35.05,"1.39
"
33901,Pedestrian,0.00,0,0.56,577.15,171.46,586.15,191.91,1.90,0.42,1.04,-2.74,1.78,67.54,"0.52
"
33902,Pedestrian,0.00,1,0.65,582.20,171.42,590.53,191.32,1.87,0.50,0.90,-2.24,1.74,68.20,"0.62
"
33960,Pedestrian,0.00,1,2.56,962.86,141.29,1034.53,319.23,1.86,0.59,0.93,4.42,1.45,7.75,"3.06
"
33987,Pedestrian,0.00,1,2.95,743.97,161.77,770.97,256.39,1.60,0.39,0.40,2.51,1.42,12.43,"-3.14
"
33988,Pedestrian,0.00,1,2.43,708.39,169.69,730.39,246.55,1.50,0.40,0.35,2.15,1.44,14.33,"2.57
"
33989,Pedestrian,0.00,2,0.41,270.35,173.88,294.35,270.81,1.60,0.38,0.30,-5.55,1.62,12.10,"-0.02
"
34015,Pedestrian,0.00,0,-2.72,66.92,157.18,128.92,312.77,1.73,0.50,1.12,-5.94,1.47,8.25,"2.96
"
34018,Pedestrian,0.00,0,0.79,404.01,177.12,441.35,264.41,1.57,0.52,0.62,-3.51,1.65,13.37,"0.54
"
34036,Pedestrian,0.00,2,-1.71,704.09,176.36,723.43,223.93,1.61,0.74,1.08,3.57,1.74,25.09,"-1.58
"
34080,Pedestrian,0.00,0,-1.88,1118.77,102.97,1223.10,350.75,1.96,0.68,0.80,4.69,1.41,6.19,"-1.25
"
34081,Pedestrian,0.65,0,-1.91,1187.35,102.74,1241.00,349.76,1.94,0.65,0.74,5.26,1.39,5.92,"-1.21
"
34107,Pedestrian,0.00,0,0.05,474.51,167.59,493.84,243.01,1.87,0.64,0.65,-3.23,1.74,18.25,"-0.13
"
34129,Pedestrian,0.00,0,3.09,635.97,144.73,705.63,323.51,1.82,0.58,1.23,0.63,1.47,7.55,"-3.11
"
34155,Pedestrian,0.00,0,2.00,336.61,179.50,352.00,221.20,1.60,0.51,0.87,-10.57,1.86,28.18,"1.64
"
34295,Pedestrian,0.00,0,1.30,800.67,163.81,832.34,234.25,1.76,0.59,0.83,5.26,1.54,18.51,"1.57
"
34296,Pedestrian,0.00,0,1.23,835.87,165.98,861.35,233.74,1.66,0.51,0.60,5.91,1.50,18.07,"1.54
"
34297,Pedestrian,0.00,0,2.97,156.41,169.60,179.63,232.02,1.91,0.56,0.74,-13.85,1.81,22.50,"2.42
"
34329,Pedestrian,0.00,0,0.47,171.97,148.53,253.65,316.53,1.82,0.65,1.03,-4.49,1.47,8.03,"-0.02
"
34343,Pedestrian,0.14,0,-1.53,534.62,138.78,613.28,369.00,1.85,0.65,1.22,-0.26,1.56,5.55,"-1.57
"
34411,Pedestrian,0.00,0,-2.71,255.71,157.46,328.64,307.30,1.73,0.50,1.12,-3.84,1.47,8.48,"-3.12
"
34420,Pedestrian,0.00,0,0.32,400.35,147.75,453.06,309.51,1.84,0.77,1.14,-2.26,1.48,8.48,"0.07
"
34441,Pedestrian,0.00,0,1.04,848.45,164.54,862.62,205.37,1.74,0.47,0.55,10.57,1.39,31.14,"1.37
"
34478,Pedestrian,0.00,0,-1.89,967.76,158.62,1012.43,277.37,1.65,0.50,0.50,5.39,1.46,10.30,"-1.42
"
34489,Pedestrian,0.00,1,-1.89,647.71,143.23,666.38,203.27,1.76,0.53,0.64,1.48,0.67,21.12,"-1.82
"
34490,Pedestrian,0.00,1,-1.55,280.79,138.06,317.12,259.14,1.92,0.66,0.67,-5.03,1.24,11.63,"-1.95
"
34491,Pedestrian,0.00,0,1.21,612.19,169.16,657.52,298.50,1.52,0.53,0.68,0.31,1.39,8.71,"1.24
"
34492,Pedestrian,0.00,0,1.18,661.92,152.77,712.17,288.50,1.64,0.68,1.00,1.10,1.30,9.13,"1.30
"
34493,Pedestrian,0.00,2,-2.03,659.58,144.78,690.58,226.96,1.64,0.59,0.90,1.41,0.92,14.60,"-1.94
"
34494,Pedestrian,0.00,0,1.26,547.01,140.62,579.34,237.14,1.87,0.70,0.73,-0.82,1.10,14.18,"1.21
"
34495,Pedestrian,0.00,1,1.28,533.84,138.11,563.17,225.83,1.81,0.57,0.96,-1.29,0.93,15.14,"1.20
"
34496,Pedestrian,0.00,1,1.12,502.02,137.78,532.69,233.14,1.82,0.66,0.97,-1.67,1.00,14.06,"1.01
"
34497,Pedestrian,0.00,0,1.26,485.66,137.28,515.66,233.31,1.78,0.60,1.15,-2.18,0.98,13.76,"1.10
"
34498,Pedestrian,0.00,0,-2.61,593.48,140.18,610.14,192.96,1.84,0.59,0.82,-0.20,0.44,25.09,"-2.62
"
34499,Pedestrian,0.00,1,1.17,449.59,146.14,474.26,207.69,1.81,0.82,0.89,-4.51,0.80,21.41,"0.97
"
34500,Pedestrian,0.00,1,1.33,375.74,142.99,396.74,205.00,1.80,0.58,0.92,-6.61,0.71,21.09,"1.03
"
34501,Pedestrian,0.00,1,1.35,413.41,142.13,432.74,204.87,1.85,0.55,0.95,-5.47,0.72,21.35,"1.11
"
34525,Pedestrian,0.00,0,-1.98,651.60,140.99,672.60,201.83,1.76,0.53,0.64,1.63,0.62,20.86,"-1.90
"
34526,Pedestrian,0.00,1,-1.56,280.59,138.08,316.59,259.10,1.92,0.66,0.67,-5.01,1.24,11.63,"-1.95
"
34527,Pedestrian,0.00,0,1.37,564.58,158.08,595.25,254.89,1.52,0.53,0.68,-0.48,1.17,11.49,"1.33
"
34528,Pedestrian,0.00,0,1.33,591.24,151.46,636.91,254.80,1.64,0.68,1.00,0.10,1.18,11.80,"1.34
"
34529,Pedestrian,0.00,0,-1.87,726.63,144.53,767.96,241.95,1.64,0.59,0.90,2.45,1.03,12.39,"-1.68
"
34530,Pedestrian,0.00,0,1.30,531.16,142.20,559.16,227.42,1.87,0.70,0.73,-1.52,1.03,16.00,"1.21
"
34531,Pedestrian,0.00,1,1.26,513.00,141.32,536.33,219.09,1.81,0.57,0.96,-1.96,0.90,17.01,"1.15
"
34532,Pedestrian,0.00,0,1.17,476.61,138.74,500.94,221.76,1.82,0.66,0.97,-2.69,0.90,16.07,"1.01
"
34533,Pedestrian,0.00,1,1.22,441.55,139.15,469.89,224.01,1.78,0.60,1.15,-3.28,0.91,15.48,"1.01
"
34534,Pedestrian,0.00,2,-2.56,561.00,140.47,578.66,194.50,1.90,0.61,0.63,-1.22,0.49,25.28,"-2.61
"
34535,Pedestrian,0.00,1,-2.60,615.12,142.65,639.12,196.09,1.84,0.59,0.82,0.82,0.54,24.79,"-2.57
"
34536,Pedestrian,0.00,1,0.80,397.41,141.51,419.41,202.99,1.85,0.55,0.95,-6.10,0.68,21.71,"0.53
"
34555,Pedestrian,0.00,0,1.77,477.82,177.32,489.16,204.07,1.87,0.96,0.65,-8.98,2.20,51.17,"1.59
"
34615,Pedestrian,0.00,0,-2.71,160.14,149.07,265.19,361.59,1.85,0.66,1.18,-3.72,1.58,6.57,"3.08
"
34636,Pedestrian,0.00,2,2.06,245.80,162.37,263.14,216.97,1.81,0.54,0.41,-11.90,1.47,24.18,"1.60
"
34646,Pedestrian,0.00,2,3.11,624.23,159.05,631.39,178.21,1.80,0.68,1.44,2.36,-0.23,67.43,"-3.14
"
34653,Pedestrian,0.00,0,0.21,456.09,170.08,471.42,222.81,1.72,0.74,0.56,-4.92,1.64,23.97,"0.01
"
34668,Pedestrian,0.00,3,-0.94,39.94,161.72,85.54,359.21,1.81,0.34,0.32,-5.20,1.72,6.80,"-1.58
"
34672,Pedestrian,0.00,2,-1.00,110.42,164.32,157.08,359.36,1.78,0.40,0.43,-4.55,1.71,6.82,"-1.57
"
34692,Pedestrian,0.00,0,-0.42,173.72,168.48,211.72,268.90,1.89,0.55,0.80,-8.08,1.66,13.76,"-0.94
"
34693,Pedestrian,0.00,2,-0.34,234.38,169.92,266.05,258.81,1.89,0.57,0.99,-7.80,1.66,15.57,"-0.80
"
34694,Pedestrian,0.00,0,-2.20,443.73,180.72,476.48,250.61,1.58,0.67,0.87,-3.51,1.77,16.91,"-2.40
"
34695,Pedestrian,0.00,0,1.82,287.23,167.88,354.81,315.62,1.70,0.70,0.69,-3.58,1.65,8.71,"1.44
"
34696,Pedestrian,0.00,0,1.58,403.79,174.00,439.20,281.31,1.67,0.62,0.95,-3.21,1.70,11.82,"1.32
"
34697,Pedestrian,0.00,0,0.34,336.85,173.40,379.90,280.99,1.69,0.55,0.49,-4.10,1.70,11.63,"0.01
"
34698,Pedestrian,0.00,0,1.36,719.53,166.48,749.89,249.83,1.92,0.64,1.08,2.86,1.78,17.22,"1.52
"
34699,Pedestrian,0.00,0,1.30,739.99,168.62,772.29,247.71,1.83,0.77,1.01,3.43,1.74,17.25,"1.49
"
34721,Pedestrian,0.00,0,-1.63,623.07,161.01,667.00,299.81,1.73,0.84,0.86,0.48,1.48,9.43,"-1.59
"
34722,Pedestrian,0.00,0,-1.74,676.47,154.56,732.50,296.04,1.81,0.90,0.95,1.32,1.47,9.71,"-1.61
"
34723,Pedestrian,0.00,0,-1.30,262.39,157.72,323.81,309.05,1.78,0.92,1.01,-3.96,1.50,9.02,"-1.71
"
34727,Pedestrian,0.00,1,-1.52,727.76,162.17,745.14,224.72,1.63,0.61,0.82,3.61,1.13,19.16,"-1.34
"
34731,Pedestrian,0.00,0,-1.75,481.58,175.74,509.34,260.15,1.53,0.61,0.73,-2.22,1.60,13.60,"-1.91
"
34732,Pedestrian,0.00,0,-1.62,450.64,171.45,481.25,261.52,1.61,0.54,0.87,-2.75,1.59,13.39,"-1.82
"
34733,Pedestrian,0.60,0,2.18,1184.44,150.48,1241.00,327.79,1.66,0.80,0.50,6.06,1.45,6.89,"2.88
"
34734,Pedestrian,0.00,0,1.20,674.87,164.98,697.74,228.23,1.89,0.61,0.92,2.25,1.66,22.07,"1.30
"
34735,Pedestrian,0.00,0,1.11,705.84,163.65,729.88,228.36,1.91,0.69,0.77,3.16,1.65,21.83,"1.25
"
